,Date,Open,High,Low,Close,Volume
0,2006-06-01,471.6,474.0,442.0,444.42,21900.0
1,2006-06-12,454.0,464.0,440.0,446.17,8400.0
2,2006-06-22,451.16,464.2,447.6,460.26,19400.0
3,2006-07-03,495.1,509.68,493.0,498.97,9100.0
4,2006-07-13,518.0,526.4,517.0,521.66,6800.0
5,2006-07-24,464.0,469.58,449.2,466.52,51700.0
6,2006-08-01,483.2,491.0,475.8,480.92,24600.0
7,2006-08-11,541.0,555.0,541.0,552.09,32200.0
8,2006-08-21,566.01,574.0,562.02,567.33,13600.0
9,2006-09-01,562.0,568.0,556.0,564.04,12300.0
10,2006-09-11,573.6,573.6,560.0,564.85,17100.0
11,2006-09-21,579.0,579.6,574.67,578.39,5900.0
12,2006-10-03,591.0,592.0,585.96,585.96,6200.0
13,2006-10-13,606.0,622.0,601.4,617.79,24800.0
14,2006-10-23,674.14,704.45,674.14,704.45,65700.0
15,2006-11-01,718.0,729.0,716.0,717.56,23500.0
16,2006-11-10,700.04,704.2,690.0,692.55,46100.0
17,2006-11-21,676.92,685.0,676.0,679.01,11500.0
18,2006-12-01,704.0,752.0,701.01,738.24,33300.0
19,2006-12-11,767.0,789.0,740.0,758.22,17150.0
20,2006-12-21,712.0,712.98,696.0,703.65,27800.0
21,2007-01-02,747.0,755.2,740.0,742.81,21700.0
22,2007-01-12,719.4,730.0,713.0,723.85,28600.0
23,2007-01-22,722.0,726.8,715.6,717.3,6200.0
24,2007-02-01,729.8,760.55,722.8,760.55,49700.0
25,2007-02-12,770.0,770.0,734.1,739.02,34300.0
26,2007-02-21,768.0,779.6,760.42,769.61,43300.0
27,2007-03-01,724.0,731.0,705.0,721.62,28500.0
28,2007-03-12,700.0,728.0,692.6,718.53,30200.0
29,2007-03-22,705.2,723.01,704.2,718.04,64900.0
30,2007-04-02,705.0,705.0,676.2,679.72,14800.0
31,2007-04-12,724.8,730.26,720.0,730.26,12600.0
32,2007-04-23,780.0,781.63,772.0,781.63,35400.0
33,2007-05-03,822.0,828.8,816.0,819.76,11100.0
34,2007-05-14,846.2,859.8,842.0,856.57,34300.0
35,2007-05-23,872.4,879.0,866.0,874.93,8700.0
36,2007-06-01,922.0,949.0,921.0,939.38,37900.0
37,2007-06-11,911.4,917.8,901.0,903.26,14100.0
38,2007-06-21,927.0,950.0,927.0,943.84,38300.0
39,2007-07-02,1090.0,1148.0,1090.0,1114.75,17150.0
40,2007-07-12,1085.9,1124.9,1085.9,1105.4,17150.0
41,2007-07-23,1061.0,1147.4,1061.0,1136.1,17150.0
42,2007-08-01,1125.0,1125.0,1077.0,1081.55,17150.0
43,2007-08-10,1050.0,1103.0,1050.0,1086.2,17150.0
44,2007-08-21,1060.0,1060.0,990.0,1025.0,17150.0
45,2007-09-03,1131.0,1172.4,1131.0,1172.4,17150.0
46,2007-09-13,1229.0,1232.0,1213.1,1218.6,36700.0
47,2007-09-24,1318.0,1324.0,1296.25,1307.4,93000.0
48,2007-10-01,1310.0,1324.0,1291.15,1302.85,56900.0
49,2007-10-11,1424.0,1435.0,1395.1,1425.45,71700.0
50,2007-10-22,1386.0,1435.0,1327.0,1376.55,17150.0
51,2007-11-01,1614.0,1650.0,1565.0,1590.75,17150.0
52,2007-11-12,1575.0,1575.0,1500.0,1548.0,35500.0
53,2007-11-22,1550.0,1550.0,1453.0,1525.0,30500.0
54,2007-12-03,1580.0,1602.95,1558.0,1602.95,17150.0
55,2007-12-13,1620.0,1649.9,1600.05,1607.85,23600.0
56,2007-12-24,1490.0,1500.0,1445.0,1456.05,17150.0
57,2008-01-01,1528.0,1528.0,1501.0,1510.95,19800.0
58,2008-01-11,1499.0,1505.0,1445.0,1457.2,79100.0
59,2008-01-21,1386.0,1386.0,1241.55,1276.55,56100.0
60,2008-02-01,1130.0,1176.0,1079.15,1132.7,17150.0
61,2008-02-12,1265.0,1298.0,1255.0,1264.75,26800.0
62,2008-02-22,1200.0,1201.0,1175.0,1190.5,49100.0
63,2008-03-03,1137.0,1137.0,1095.0,1109.65,17150.0
64,2008-03-13,1102.0,1128.0,1080.0,1103.3,17150.0
65,2008-03-24,1125.0,1139.9,1071.0,1104.25,47100.0
66,2008-04-01,1188.0,1208.0,1161.8,1195.15,18000.0
67,2008-04-11,1105.0,1135.0,1095.0,1117.6,29400.0
68,2008-04-21,1179.0,1205.0,1160.0,1182.5,19400.0
69,2008-05-02,1120.0,1159.0,1115.0,1126.55,90100.0
70,2008-05-12,1055.0,1086.0,1032.8,1072.5,32800.0
71,2008-05-22,1029.0,1030.9,996.5,1001.1,107800.0
72,2008-06-02,1040.0,1065.0,1015.05,1025.65,17150.0
73,2008-06-12,980.0,980.0,945.0,963.3,43000.0
74,2008-06-23,918.0,921.0,878.05,890.95,30200.0
75,2008-07-01,813.5,813.5,755.0,769.7,77900.0
76,2008-07-11,883.0,928.0,838.0,851.75,45100.0
77,2008-07-21,900.0,914.95,878.5,891.05,17150.0
78,2008-08-01,765.0,806.0,753.35,801.65,17150.0
79,2008-08-11,874.5,896.9,845.0,876.15,74800.0
80,2008-08-21,890.0,910.0,885.0,899.1,70100.0
81,2008-09-01,880.0,899.0,865.0,894.1,51800.0
82,2008-09-11,890.0,890.9,874.75,874.75,22600.0
83,2008-09-22,840.0,840.0,821.15,832.4,30000.0
84,2008-10-01,795.0,804.8,789.0,791.15,17150.0
85,2008-10-10,642.0,690.25,615.0,641.35,17150.0
86,2008-10-21,651.0,678.0,651.0,673.05,51700.0
87,2008-11-03,560.0,578.0,547.95,560.9,67200.0
88,2008-11-14,480.0,490.0,455.0,461.05,17150.0
89,2008-11-24,428.0,444.0,421.1,429.0,71300.0
90,2008-12-01,438.0,458.55,419.0,420.55,52900.0
91,2008-12-11,466.25,469.0,448.45,452.9,99600.0
92,2008-12-22,474.0,474.0,461.25,466.1,78300.0
93,2009-01-01,456.0,476.0,456.0,473.8,72400.0
94,2009-01-12,487.9,493.05,470.0,477.8,52800.0
95,2009-01-21,435.0,458.0,430.0,440.1,50500.0
96,2009-02-02,480.0,480.0,451.1,455.1,24100.0
97,2009-02-12,467.0,475.0,453.4,455.1,54000.0
98,2009-02-20,385.0,405.5,365.2,400.35,17150.0
99,2009-03-02,364.0,366.0,354.0,360.0,69200.0
100,2009-03-12,502.4,650.8,354.0,363.6,17150.0
101,2009-03-23,373.5,472.0,366.0,372.3,94300.0
102,2009-04-01,427.4,433.0,414.05,424.3,17150.0
103,2009-04-21,540.0,544.4,525.0,529.55,92800.0
104,2009-05-11,474.0,479.0,458.2,465.5,63500.0
105,2009-05-21,661.0,662.0,613.0,617.1,79000.0
106,2009-06-01,660.0,677.0,649.1,669.1,17150.0
107,2009-06-11,785.0,785.0,743.0,755.0,76800.0
108,2009-06-22,745.0,767.0,732.15,737.5,61000.0
109,2009-07-01,780.0,794.5,749.0,780.7,69800.0
110,2009-07-10,715.0,724.0,675.05,695.4,35100.0
111,2009-07-21,731.0,752.0,723.6,737.0,67100.0
112,2009-08-03,705.0,728.0,705.0,724.25,17150.0
113,2009-08-13,664.0,689.0,664.0,685.05,78700.0
114,2009-08-24,715.0,728.0,715.0,716.5,85500.0
115,2009-09-01,759.5,759.5,627.0,627.0,47700.0
116,2009-09-11,738.0,752.0,735.0,742.25,30200.0
117,2009-10-01,780.0,794.85,774.5,784.55,38500.0
118,2009-10-12,788.0,790.05,778.3,790.05,66800.0
119,2009-10-21,808.0,814.35,803.0,814.35,94700.0
120,2009-11-12,771.0,776.5,755.35,767.8,17150.0
121,2009-11-23,773.45,778.8,764.0,766.55,46900.0
122,2009-12-01,739.1,747.0,739.1,743.45,62700.0
123,2009-12-11,746.0,759.0,741.1,751.2,17150.0
124,2009-12-21,764.2,766.0,749.0,753.3,17150.0
125,2010-01-11,803.0,820.6,802.0,820.6,17150.0
126,2010-01-21,855.9,880.0,831.25,837.4,81200.0
127,2010-02-01,811.95,822.9,805.0,813.15,44500.0
128,2010-02-11,794.0,807.0,789.05,792.25,19000.0
129,2010-02-22,812.0,820.0,798.5,800.9,27200.0
130,2010-03-02,794.0,796.5,775.25,782.9,44400.0
131,2010-03-12,874.95,875.0,862.35,869.8,47100.0
132,2010-03-22,842.0,850.0,825.0,833.5,42000.0
133,2010-04-01,840.0,840.95,825.0,828.0,48800.0
134,2010-04-12,851.0,853.9,837.1,844.05,47500.0
135,2010-04-21,861.0,864.85,848.0,851.25,25000.0
136,2010-05-03,799.8,799.8,741.0,744.25,17150.0
137,2010-05-13,689.0,696.0,683.0,689.15,48800.0
138,2010-05-24,830.1,830.1,829.1,829.1,44600.0
139,2010-06-01,853.3,858.7,845.25,852.6,13400.0
140,2010-06-11,865.0,865.0,854.0,858.6,13300.0
141,2010-06-21,862.1,879.9,859.2,869.55,68800.0
142,2010-07-01,867.0,867.0,858.15,860.05,48800.0
143,2010-07-12,865.0,866.7,860.5,865.05,33500.0
144,2010-07-21,855.0,860.1,846.0,847.95,58300.0
145,2010-08-02,813.0,813.0,796.0,803.25,71500.0
146,2010-08-12,804.0,804.0,771.1,782.0,19900.0
147,2010-08-23,771.0,784.9,771.0,777.6,20800.0
148,2010-09-01,785.0,785.0,770.0,777.9,8900.0
149,2010-09-09,785.0,786.5,780.4,782.85,5100.0
150,2010-09-21,865.0,865.0,840.0,856.0,18400.0
151,2010-10-01,910.0,925.65,905.0,925.65,60300.0
152,2010-10-11,932.0,932.85,914.0,922.25,10600.0
153,2010-10-21,895.75,906.0,870.0,888.0,6700.0
154,2010-11-01,822.5,845.0,813.25,841.65,11000.0
155,2010-11-11,876.5,898.0,855.0,857.95,27300.0
156,2010-11-22,840.0,859.95,824.6,850.4,10200.0
157,2010-12-01,769.0,814.0,765.2,794.05,20600.0
158,2010-12-10,762.0,774.0,751.0,759.7,17400.0
159,2010-12-21,770.0,775.0,752.2,760.7,24500.0
160,2011-01-03,798.0,824.95,796.0,810.55,17600.0
161,2011-01-13,748.1,768.0,748.1,752.85,13000.0
162,2011-01-24,741.0,741.0,679.28,679.28,8700.0
163,2011-02-01,753.0,753.0,712.1,717.25,23700.0
164,2011-02-11,647.9,654.55,626.35,642.4,12800.0
165,2011-02-21,668.35,668.9,657.05,662.6,16100.0
166,2011-03-01,670.0,685.0,666.2,682.85,10400.0
167,2011-03-11,736.5,749.0,720.0,734.7,37100.0
168,2011-03-21,750.0,768.85,740.0,742.1,28300.0
169,2011-04-01,797.25,800.0,775.0,783.15,13500.0
170,2011-04-11,804.0,804.0,790.0,801.05,13500.0
171,2011-04-21,840.0,841.8,825.05,827.5,7200.0
172,2011-05-02,858.0,863.0,844.6,857.3,11900.0
173,2011-05-12,888.0,890.0,861.3,864.05,36900.0
174,2011-05-23,860.0,864.0,847.0,849.6,6600.0
175,2011-06-01,866.1,871.85,851.05,858.95,9500.0
176,2011-06-10,844.25,847.75,837.7,839.2,3500.0
177,2011-06-21,824.55,837.0,818.1,828.95,6000.0
178,2011-07-01,876.1,878.0,862.0,864.1,3700.0
179,2011-07-11,861.15,877.5,852.05,871.65,19200.0
180,2011-07-21,856.0,881.3,855.0,879.35,16600.0
181,2011-08-01,870.0,880.0,862.15,864.15,4600.0
182,2011-08-11,793.0,819.05,782.35,799.5,7300.0
183,2011-08-22,763.1,799.0,763.0,796.1,9100.0
184,2011-09-02,843.0,860.0,831.1,857.25,8800.0
185,2011-09-12,840.0,850.55,839.5,850.55,4300.0
186,2011-09-22,814.85,815.9,786.0,795.5,14900.0
187,2011-10-03,687.0,692.0,675.0,683.4,10700.0
188,2011-10-13,688.0,702.7,682.9,692.8,38400.0
189,2011-10-24,703.0,706.5,678.5,680.1,15700.0
190,2011-11-01,740.0,740.0,687.0,690.8,13800.0
191,2011-11-11,702.1,702.1,681.0,698.6,19600.0
192,2011-11-21,620.0,620.0,597.4,607.15,13600.0
193,2011-12-01,619.0,621.9,605.0,605.0,21200.0
194,2011-12-12,610.0,610.0,585.0,586.7,9500.0
195,2011-12-22,568.7,573.0,556.05,570.25,6100.0
196,2012-01-02,580.0,587.7,580.0,580.85,3000.0
197,2012-01-12,637.0,685.55,637.0,661.275,38200.0
198,2012-01-23,737.0,766.95,726.2,756.4,23600.0
199,2012-02-01,812.0,825.0,808.15,819.8,17200.0
200,2012-02-10,870.45,899.0,859.0,873.3,14900.0
201,2012-02-21,891.25,901.5,874.1,877.65,16400.0
202,2012-03-01,815.0,818.8,802.25,813.25,18000.0
203,2012-03-12,847.0,856.45,832.85,840.1,11400.0
204,2012-03-22,827.45,827.45,805.0,813.75,17900.0
205,2012-04-02,850.0,857.65,841.5,843.95,6100.0
206,2012-04-12,820.5,840.0,820.5,835.95,5500.0
207,2012-04-23,818.85,825.95,803.0,806.7,4000.0
208,2012-05-11,725.75,734.75,716.75,720.9,17700.0
209,2012-05-21,706.25,710.15,706.25,710.15,3400.0
210,2012-06-01,736.6,741.95,704.8,712.8,5900.0
211,2012-06-11,766.0,781.0,748.0,755.25,7800.0
212,2012-06-21,777.35,807.0,777.35,797.25,9800.0
213,2012-07-02,802.0,808.55,801.0,804.3,5000.0
214,2012-07-12,788.0,791.0,782.1,783.95,4000.0
215,2012-07-23,756.0,756.65,733.85,735.8,8200.0
216,2012-08-01,797.9,798.9,790.95,796.45,4300.0
217,2012-08-10,787.0,790.0,765.5,771.8,10300.0
218,2012-08-21,770.7,774.75,765.55,770.35,4600.0
219,2012-09-03,724.0,727.0,712.0,720.3,3900.0
220,2012-09-13,760.0,760.0,725.0,730.15,5100.0
221,2012-09-24,770.05,783.45,770.05,783.45,10200.0
222,2012-10-01,797.0,797.0,786.05,792.75,8500.0
223,2012-10-11,776.3,785.05,776.3,782.2,7000.0
224,2012-10-22,773.0,776.0,767.0,771.85,4600.0
225,2012-11-01,735.5,749.0,734.5,741.75,5400.0
226,2012-11-12,758.3,830.0,725.15,728.3,4700.0
227,2012-11-21,710.0,714.0,705.0,708.75,3900.0
228,2012-12-03,718.95,722.6,715.15,718.15,6800.0
229,2012-12-13,712.5,717.0,703.1,705.9,5200.0
230,2012-12-24,685.8,693.5,685.0,690.35,12200.0
231,2013-01-01,707.4,709.2,702.0,704.9,3400.0
232,2013-01-11,708.0,711.2,691.0,694.85,7200.0
233,2013-01-21,686.75,695.8,680.0,684.35,6800.0
234,2013-02-01,653.0,653.0,638.0,646.3,9400.0
235,2013-02-11,649.95,654.5,646.05,651.6,3300.0
236,2013-02-21,598.425,623.85,573.0,583.4,98100.0
237,2013-03-01,573.0,583.1,573.0,574.4,5700.0
238,2013-03-11,616.325,628.35,604.3,621.75,19200.0
239,2013-03-21,532.0,540.2,520.5,523.55,13300.0
240,2013-04-01,494.2,511.1,491.35,511.1,14600.0
241,2013-04-11,478.0,484.0,475.0,478.05,14300.0
242,2013-04-22,491.7,499.8,489.0,494.8,8000.0
243,2013-05-10,530.0,531.9,522.15,527.15,8400.0
244,2013-05-21,664.45,679.4,650.0,659.65,17150.0
245,2013-06-03,635.0,660.0,632.05,643.65,47900.0
246,2013-06-13,599.0,609.0,588.0,592.4,12500.0
247,2013-06-24,607.0,609.0,581.2,582.45,12900.0
248,2013-07-01,611.5,621.35,611.0,621.35,18700.0
249,2013-07-11,593.0,619.0,591.5,594.1,5400.0
250,2013-07-22,573.0,587.45,573.0,579.85,9700.0
251,2013-08-01,507.0,517.0,486.25,492.45,5200.0
252,2013-08-12,498.0,519.0,480.05,497.1,19600.0
253,2013-08-21,471.0,479.0,465.0,466.15,4700.0
254,2013-09-02,455.0,457.4,450.9,453.9,5300.0
255,2013-09-12,573.9,573.9,546.5,550.35,27000.0
256,2013-09-23,559.0,568.8,550.15,556.9,12200.0
257,2013-10-01,546.7,563.7,538.35,551.0250000000001,20000.0
258,2013-10-11,548.0,567.0,546.0,560.85,59400.0
259,2013-10-21,558.0,590.05,552.85,579.05,44700.0
260,2013-11-01,630.0,636.65,621.05,628.25,18900.0
261,2013-11-11,614.55,615.45,601.1,603.95,13700.0
262,2013-11-21,597.0,610.0,593.0,595.5,8400.0
263,2013-12-02,672.0,686.9,642.8,673.25,28500.0
264,2013-12-12,675.0,697.0,670.0,687.6,26600.0
265,2013-12-23,669.9,688.0,669.9,674.3,19700.0
266,2014-01-01,693.0,697.8,683.0,684.25,16700.0
267,2014-01-10,663.7,671.0,650.0,653.2,13600.0
268,2014-01-21,637.0,650.0,635.0,638.05,16500.0
269,2014-02-03,580.6,610.0,570.0,576.9,10500.0
270,2014-02-13,585.0,591.6,572.0,574.05,8200.0
271,2014-02-24,680.25,687.4,675.1,679.35,33300.0
272,2014-03-03,716.9,732.95,710.05,720.05,99900.0
273,2014-03-13,793.0,822.4,787.8,818.55,17150.0
274,2014-03-24,786.0,801.6,785.0,798.2,48400.0
275,2014-04-01,857.1,863.3,844.5,847.1,49800.0
276,2014-04-11,836.0,838.0,819.05,825.0,12000.0
277,2014-04-21,845.25,846.85,833.75,833.75,12800.0
278,2014-05-12,833.0,922.7,830.0,880.25,17150.0
279,2014-05-21,930.0,981.6,926.1,934.6,52700.0
280,2014-06-02,920.0,938.1,910.0,926.65,16700.0
281,2014-06-12,1013.3,1013.3,991.15,1001.15,8400.0
282,2014-06-23,1037.45,1057.9,1021.15,1043.7,15600.0
283,2014-07-01,1120.05,1166.0,1120.05,1147.85,38600.0
284,2014-07-11,1064.45,1074.35,1035.6,1047.55,5500.0
285,2014-07-21,1099.0,1106.7,1088.05,1097.375,4700.0
286,2014-08-01,1035.0,1040.0,1029.0,1029.0,3200.0
287,2014-08-11,1015.55,1027.0,1004.1,1008.05,3100.0
288,2014-08-21,1019.5,1033.05,1005.0,1011.2,12500.0
289,2014-09-01,990.0,1123.9,980.25,1083.15,93300.0
290,2014-09-11,1144.0,1148.65,1142.0,1148.65,8400.0
291,2014-09-22,1228.0,1263.5,1215.6,1236.35,25300.0
292,2014-10-01,1160.0,1169.8,1112.2,1115.85,11700.0
293,2014-10-10,1080.0,1080.0,1050.0,1054.45,4800.0
294,2014-10-21,1039.4,1069.0,1036.35,1062.45,10600.0
295,2014-11-03,1168.75,1177.15,1136.95,1147.05,12100.0
296,2014-11-13,1105.0,1120.0,1090.0,1092.65,5100.0
297,2014-11-24,1101.05,1128.0,1101.05,1116.8,8500.0
298,2014-12-01,1110.8,1124.0,1091.05,1118.45,6100.0
299,2014-12-11,1235.55,1250.0,1210.0,1222.3,10400.0
300,2014-12-22,1165.0,1176.55,1150.0,1166.55,5200.0
301,2015-01-01,1285.0,1299.85,1272.0,1299.85,18100.0
302,2015-01-12,1270.0,1280.0,1258.25,1266.7,4800.0
303,2015-01-21,1285.55,1290.4,1266.9,1270.95,3900.0
304,2015-02-02,1291.0,1291.0,1257.0,1261.55,7600.0
305,2015-02-12,1366.5,1376.0,1341.25,1359.5,9100.0
306,2015-02-23,1415.05,1445.0,1405.1,1414.85,11300.0
307,2015-03-02,1414.6,1421.0,1394.0,1402.0,11500.0
308,2015-03-12,1328.05,1336.0,1307.2,1318.75,10100.0
309,2015-03-23,1267.1,1275.05,1234.05,1244.45,9000.0
310,2015-04-01,1264.5,1281.0,1264.5,1275.85,4900.0
311,2015-04-10,1355.5,1375.95,1340.0,1353.55,7400.0
312,2015-04-21,1322.9,1378.9,1297.7,1362.5,12700.0
313,2015-05-11,1370.4,1376.4,1328.0,1333.85,5900.0
314,2015-05-21,1348.3,1354.3,1333.0,1339.6,4900.0
315,2015-06-01,1330.0,1344.95,1313.0,1329.55,2900.0
316,2015-06-11,1296.65,1315.15,1261.0,1267.55,3900.0
317,2015-06-22,1337.15,1345.0,1325.0,1334.1,6000.0
318,2015-07-01,1325.2,1338.05,1325.0,1330.2,3300.0
319,2015-07-10,1402.75,1402.75,1364.95,1372.3,4600.0
320,2015-07-21,1395.5,1432.8,1382.0,1390.4,5800.0
321,2015-08-03,1386.7,1392.0,1367.0,1379.5,3900.0
322,2015-08-13,1340.95,1375.25,1284.2,1286.45,6800.0
323,2015-08-24,1270.0,1274.9,1155.0,1178.85,10100.0
324,2015-09-01,1224.65,1232.3,1182.6,1195.35,2600.0
325,2015-09-11,1165.55,1180.0,1153.3,1153.3,3400.0
326,2015-09-21,1123.3,1135.0,1107.0,1110.9,2800.0
327,2015-10-01,1066.95,1071.95,1045.0,1051.3,4500.0
328,2015-10-12,1131.15,1131.15,1097.1,1104.45,2900.0
329,2015-11-02,1255.0,1285.0,1239.6,1273.3,10100.0
330,2015-11-23,1174.0,1180.8,1170.05,1174.7,2800.0
331,2015-12-01,1180.0,1180.0,1174.8,1176.95,3900.0
332,2015-12-11,1131.8,1139.0,1105.3,1109.75,3700.0
333,2015-12-21,1148.0,1155.8,1129.6,1141.55,7700.0
334,2016-01-01,1122.35,1123.3,1114.0,1117.5,1400.0
335,2016-01-11,1055.0,1055.0,1001.0,1006.85,12100.0
336,2016-01-21,1007.45,1014.15,963.05,968.75,3400.0
337,2016-02-01,976.0,1025.0,975.0,997.7,7800.0
338,2016-02-12,1090.55,1106.65,1030.0,1042.5,14600.0
339,2016-02-22,1102.5,1112.0,1093.45,1106.15,5700.0
340,2016-03-01,1028.0,1048.25,1014.25,1031.0,12400.0
341,2016-03-11,1155.05,1175.15,1142.0,1147.3,6100.0
342,2016-03-21,1159.95,1174.65,1149.4,1174.65,4800.0
343,2016-04-01,1272.0,1312.0,1264.0,1291.25,14900.0
344,2016-04-11,1350.0,1432.7,1325.0,1381.9,24900.0
345,2016-04-21,1334.0,1338.15,1325.05,1330.85,4800.0
346,2016-05-02,1290.0,1299.7,1262.3,1267.5,5500.0
347,2016-05-12,1280.0,1281.1,1275.0,1281.1,4200.0
348,2016-05-23,1210.0,1229.0,1208.95,1216.4,3700.0
349,2016-06-01,1240.0,1244.0,1218.45,1229.8,4600.0
350,2016-06-10,1208.15,1229.0,1206.1,1210.15,4800.0
351,2016-06-21,1230.0,1240.0,1215.0,1232.0,4400.0
352,2016-07-01,1225.2,1240.0,1216.2,1223.85,7000.0
353,2016-07-11,1265.5,1287.0,1265.5,1276.4,11800.0
354,2016-07-21,1301.0,1322.1,1261.0,1270.55,36800.0
355,2016-08-01,1279.65,1279.65,1247.4,1250.65,4600.0
356,2016-08-11,1180.05,1191.35,1171.15,1191.35,4800.0
357,2016-08-22,1168.2,1168.2,1148.4,1155.55,2600.0
